"","zone","year","country","la","ttwa","pop","inc.n","noninc.n","social.HH","nonsocial.HH","dist_main","dist_nearest","crime","live.in","geo","pm25","work","area"
"171","S01006676",2020,"Scotland","Aberdeen City","Aberdeen",734,152,582,252,106,2793.5454245278,2793.5454245278,467,823,4606,3189.5,10480.79433287,137024.103857451
"172","S01006677",2020,"Scotland","Aberdeen City","Aberdeen",724,170,554,237,161,2418.43486816015,2418.43486816015,509,1145.5,4486,3189.5,12925.9846339056,180188.105670418
"173","S01006678",2020,"Scotland","Aberdeen City","Aberdeen",1690,305,1385,366,159,3220.30228309781,3220.30228309781,1524,1318,3930,4246.5,8848.21758629245,352998.046932872
"174","S01006679",2020,"Scotland","Aberdeen City","Aberdeen",614,26,588,40,275,3347.86724287685,3347.86724287685,5469,3224,6039,3335.5,8957.64946817855,155269.644508323
"175","S01006680",2020,"Scotland","Aberdeen City","Aberdeen",891,178,713,345,71,3322.83289923364,3322.83289923364,2082,1060,3718,3335.5,8604.05783261125,44184.8621574729
"176","S01006681",2020,"Scotland","Aberdeen City","Aberdeen",773,137,636,222,242,4163.96183105178,4163.96183105178,2592,683,4536,3569,6739.79202229091,579214.34499022
"177","S01006682",2020,"Scotland","Aberdeen City","Aberdeen",940,198,742,299,85,2866.36331825748,2866.36331825748,1864,653,6515,2728.5,11398.481336407,90507.3539497927
"178","S01006683",2020,"Scotland","Aberdeen City","Aberdeen",930,200,730,217,153,2566.0773660034,2566.0773660034,1757,760,6445,2728.5,12679.3768564415,93120.9245933712
"179","S01006684",2020,"Scotland","Aberdeen City","Aberdeen",703,190,513,247,154,3043.44229691113,3043.44229691113,282,500,6836,2728.5,10430.2653479458,107952.837430142
"180","S01006685",2020,"Scotland","Aberdeen City","Aberdeen",671,147,524,223,204,3721.86042270486,3721.86042270486,647,1093,6642,3569,8064.17200444726,142177.213307036
"181","S01006686",2020,"Scotland","Aberdeen City","Aberdeen",593,99,494,111,194,3590.35735705473,3590.35735705473,3588,1767,5359,2536.5,8937.02681115634,108614.840724438
"182","S01006687",2020,"Scotland","Aberdeen City","Aberdeen",735,107,628,134,285,3449.72043843727,3449.72043843727,3307,1958,5474,2536.5,9208.44569075195,196087.550536931
"183","S01006688",2020,"Scotland","Aberdeen City","Aberdeen",915,88,827,173,337,3057.33168628586,3057.33168628586,3416,3943,3769,2728.5,12092.8361096026,218845.018195519
"184","S01006689",2020,"Scotland","Aberdeen City","Aberdeen",931,9,922,6,282,2680.79680576699,2680.79680576699,3630,4727,4639,2728.5,13278.9882866233,168364.550423179
"185","S01006690",2020,"Scotland","Aberdeen City","Aberdeen",583,45,538,40,268,2923.47952965095,2923.47952965095,4077,2305,5991,2728.5,11745.5286181133,85235.1852791514
"186","S01006691",2020,"Scotland","Aberdeen City","Aberdeen",623,28,595,21,250,2191.2622546581,2191.2622546581,3975,4193,5503,2959,16405.5105533557,91244.1830585485
"187","S01006692",2020,"Scotland","Aberdeen City","Aberdeen",754,34,720,37,324,2400.6315804581,2400.6315804581,4736,4565,6213,2728.5,14735.0470203855,130770.436129013
"188","S01006693",2020,"Scotland","Aberdeen City","Aberdeen",960,92,868,119,378,3179.96328820758,3179.96328820758,1832,633,6752,2728.5,10269.5855184559,157905.157060376
"189","S01006694",2020,"Scotland","Aberdeen City","Aberdeen",896,173,723,343,137,3460.5448160773,3460.5448160773,1229,2413,1755,175,11512.3342198064,196168.273006086
"190","S01006695",2020,"Scotland","Aberdeen City","Aberdeen",732,85,647,105,241,3030.26004986909,3030.26004986909,1202,3876,2379,175,13323.4103152387,159661.822292591
"191","S01006696",2020,"Scotland","Aberdeen City","Aberdeen",804,116,688,187,203,3225.15493421062,3225.15493421062,1103,677,2351,175,12023.6698392439,118917.245057434
"192","S01006697",2020,"Scotland","Aberdeen City","Aberdeen",917,124,793,192,243,3089.56820276897,3089.56820276897,1640,1868,2092,175,13275.461161409,113363.80449198
"193","S01006698",2020,"Scotland","Aberdeen City","Aberdeen",783,193,590,251,158,3326.70849917793,3326.70849917793,699,1268,2329,175,12032.3224670201,82510.035622423
"194","S01006699",2020,"Scotland","Aberdeen City","Aberdeen",500,22,478,28,181,2834.99389998045,2834.99389998045,1867,1072,2500,2959,14755.8107895656,71442.9310495434
"195","S01006700",2020,"Scotland","Aberdeen City","Aberdeen",833,101,732,150,281,2592.61962540372,2592.61962540372,2424,2042,2539,2959,16513.7957868991,160991.959188975
"196","S01006701",2020,"Scotland","Aberdeen City","Aberdeen",672,150,522,168,153,4544.74552098959,4544.74552098959,716,750.5,5094,4278.5,6808.35587369504,110182.788287125
"197","S01006702",2020,"Scotland","Aberdeen City","Aberdeen",780,60,720,90,242,4252.13280780008,4252.13280780008,4563.5,1459,6457,2548,7670.80457788952,106907.063333385
"198","S01006703",2020,"Scotland","Aberdeen City","Aberdeen",658,104,554,134,167,4246.97161442415,4246.97161442415,286,1085,6356,2831,7960.90465846366,293364.619146791
"199","S01006704",2020,"Scotland","Aberdeen City","Aberdeen",552,132,420,186,115,4586.15995701899,4586.15995701899,827,1213,6228,2548,6521.15704107153,84574.0307335495
"200","S01006705",2020,"Scotland","Aberdeen City","Aberdeen",754,124,630,164,200,4037.9782616642,4037.9782616642,2992,2011,6610,2548,8608.79852813403,127824.042987396
"201","S01006706",2020,"Scotland","Aberdeen City","Aberdeen",608,87,521,117,155,3875.7161795837,3875.7161795837,2752,1297,6665,2548,9549.46075942184,86956.1496335687
"202","S01006707",2020,"Scotland","Aberdeen City","Aberdeen",693,149,544,171,140,3631.64524029901,3631.64524029901,387,1574,5640,2548,10844.8272839079,110497.208041538
"203","S01006708",2020,"Scotland","Aberdeen City","Aberdeen",792,111,681,144,220,4917.63117216888,4917.63117216888,3528,1609,4425,4533.5,5375.32051493837,140702.060021403
"204","S01006709",2020,"Scotland","Aberdeen City","Aberdeen",913,143,770,186,190,5094.35734168676,5094.35734168676,2447,2441,2278,4278.5,4782.85375649002,116452.187981388
"205","S01006710",2020,"Scotland","Aberdeen City","Aberdeen",811,86,725,166,249,5417.60551661256,5417.60551661256,3219,4143,963,4533.5,3809.63125621427,159512.710657028
"206","S01006711",2020,"Scotland","Aberdeen City","Aberdeen",943,146,797,245,266,5240.49723047015,5240.49723047015,2524,2253,1160,4533.5,4316.06793968007,177633.01507503
"207","S01006712",2020,"Scotland","Aberdeen City","Aberdeen",505,47,458,70,180,4896.89840488375,4896.89840488375,3107,2597,3139,4533.5,5381.00422122138,101535.627525691
"208","S01006713",2020,"Scotland","Aberdeen City","Aberdeen",950,131,819,187,233,4533.9804946462,4533.9804946462,2247,658,5645,2548,6599.665692112,142436.192335504
"209","S01006714",2020,"Scotland","Aberdeen City","Aberdeen",731,102,629,104,200,3672.60693627337,3672.60693627337,3493,2698,3781,175,9931.1083617307,123166.957572028
"210","S01006715",2020,"Scotland","Aberdeen City","Aberdeen",610,118,492,122,96,4049.87402533989,4049.87402533989,693,871,5055,3433,7851.84140323694,229832.576355675
"211","S01006716",2020,"Scotland","Aberdeen City","Aberdeen",594,95,499,113,129,3648.63302263171,3648.63302263171,305,1896,5430,2536.5,9729.7370488602,182654.540094925
"212","S01006717",2020,"Scotland","Aberdeen City","Aberdeen",967,147,820,210,235,4061.19146443718,4061.19146443718,694,1552,5348,2548,8290.1007804349,175959.093006625
"213","S01006718",2020,"Scotland","Aberdeen City","Aberdeen",603,90,513,101,147,3484.75458106072,3484.75458106072,878,1516,5605,2536.5,10211.9159313444,133681.307568502
"214","S01006719",2020,"Scotland","Aberdeen City","Aberdeen",898,155,743,131,219,5014.4782006817,5014.4782006817,4681,1544,4370,4399,5007.68028078747,123718.236521002
"215","S01006720",2020,"Scotland","Aberdeen City","Aberdeen",568,76,492,91,151,5184.43632941723,5184.43632941723,4301,1111,4786,4399,4736.74188256634,123222.431202512
"216","S01006721",2020,"Scotland","Aberdeen City","Aberdeen",942,146,796,166,220,4906.2262167417,4906.2262167417,985,1705,6396,3433,5383.82970369107,167026.802217997
"217","S01006722",2020,"Scotland","Aberdeen City","Aberdeen",692,84,608,112,200,4210.60725534637,4210.60725534637,2171,1394,5891,3433,7532.74513324809,111869.850328329
"218","S01006723",2020,"Scotland","Aberdeen City","Aberdeen",654,85,569,93,190,4441.00244714776,4441.00244714776,1156,2070,6101,3433,6782.7714176521,106263.203821142
"219","S01006724",2020,"Scotland","Aberdeen City","Aberdeen",987,273,714,263,80,4602.80260350209,4602.80260350209,386,377,5785,3433,6145.83397715356,211449.933493496
"220","S01006725",2020,"Scotland","Aberdeen City","Aberdeen",651,104,547,124,141,4798.496322801,4798.496322801,3369,1531,5930,3433,5700.6755836124,94625.3889449397
"221","S01006726",2020,"Scotland","Aberdeen City","Aberdeen",877,214,663,411,94,4133.84815645348,4133.84815645348,932,393,4189,2536.5,7081.25946453129,184308.632861026
"222","S01006727",2020,"Scotland","Aberdeen City","Aberdeen",1083,235,848,319,76,4316.21714667452,4316.21714667452,1142,559,5108,3433,6693.54661085498,231451.915143552
"223","S01006728",2020,"Scotland","Aberdeen City","Aberdeen",765,82,683,148,186,4822.40744874354,4822.40744874354,1870,2203,2047,3433,5578.06881547104,105217.509707874
"224","S01006729",2020,"Scotland","Aberdeen City","Aberdeen",874,194,680,234,115,3834.35110900978,3834.35110900978,2541,708,4099,2536.5,8170.87424613463,180708.785200344
"225","S01006730",2020,"Scotland","Aberdeen City","Aberdeen",766,102,664,81,195,4996.53475334082,4996.53475334082,3429,1845,1973,3433,5243.97273106497,95280.8244683929
"226","S01006731",2020,"Scotland","Aberdeen City","Aberdeen",534,97,437,123,134,5249.56797452277,5249.56797452277,4160,1320,1812,4399,4726.77306972656,70086.1641250988
"227","S01006732",2020,"Scotland","Aberdeen City","Aberdeen",1089,59,1030,26,327,7821.68277008152,7821.68277008152,3063,4013,578,5544,1167.17131772075,23430386.0171291
"228","S01006733",2020,"Scotland","Aberdeen City","Aberdeen",955,10,945,7,302,7776.84110882431,7776.84110882431,6327,6776,2699,5324,1104.97418607527,258418.646052562
"229","S01006734",2020,"Scotland","Aberdeen City","Aberdeen",996,27,969,5,347,8155.78244747499,8155.78244747499,6145,6824,4225,5324,989.675111358617,292587.696961754
"230","S01006735",2020,"Scotland","Aberdeen City","Aberdeen",578,5,573,4,241,7847.2353179457,7847.2353179457,6117,6199.5,3599,5324,956.957002065565,246191.166836923
"231","S01006736",2020,"Scotland","Aberdeen City","Aberdeen",1126,35,1091,15,380,7337.89714764569,7337.89714764569,6616,6949,1255,5194,1285.19217119137,271682.477161729
"232","S01006737",2020,"Scotland","Aberdeen City","Aberdeen",905,16,889,16,249,7646.00646251875,7646.00646251875,5098,5520,1674,5318,908.197285846831,2689641.46191844
"233","S01006738",2020,"Scotland","Aberdeen City","Aberdeen",909,65,844,88,365,5683.85412360125,5683.85412360125,1495,2665,4386,4206,4555.41416986379,564847.980595186
"234","S01006739",2020,"Scotland","Aberdeen City","Aberdeen",1226,42,1184,8,301,5205.44182793007,5205.44182793007,3938,1528,4789,3509,5029.46409792817,508526.041131725
"235","S01006740",2020,"Scotland","Aberdeen City","Aberdeen",766,65,701,91,244,6162.48151015491,6162.48151015491,3230,1998,5274,3966.5,3776.31429904772,151166.492475122
"236","S01006741",2020,"Scotland","Aberdeen City","Aberdeen",659,70,589,108,234,6502.4141219904,6502.4141219904,4119,3533,4194,3890,3012.33117078192,119855.153618986
"237","S01006742",2020,"Scotland","Aberdeen City","Aberdeen",460,56,404,79,154,6495.14844778102,6495.14844778102,2375,4493,3347,3890,2861.03210556758,67441.8320044503
"238","S01006743",2020,"Scotland","Aberdeen City","Aberdeen",728,25,703,48,223,7140.19256990313,7140.19256990313,3699,4320,1954,4487.5,6277.89304076725,594101.185672961
"239","S01006744",2020,"Scotland","Aberdeen City","Aberdeen",638,41,597,55,247,6638.79129210964,6638.79129210964,2506,1859,3999,4487.5,4588.92930821323,195782.664050626
"240","S01006745",2020,"Scotland","Aberdeen City","Aberdeen",847,129,718,165,244,6533.04879252155,6533.04879252155,1214,2677,6222,3966.5,4085.68693227464,447181.00144496
"241","S01006746",2020,"Scotland","Aberdeen City","Aberdeen",832,120,712,112,238,6707.62160943772,6707.62160943772,1892,1602,5437,3890,3283.68182224616,157601.127404967
"242","S01006747",2020,"Scotland","Aberdeen City","Aberdeen",1029,47,982,8,360,6979.22529409687,6979.22529409687,4961,6401,3112,4849,3630.45168256231,798410.164277078
"243","S01006748",2020,"Scotland","Aberdeen City","Aberdeen",1193,35,1158,50,358,7835.2641090104,7835.2641090104,3864,4175,1987,4200,11360.4818941422,4433091.24222562
"244","S01006749",2020,"Scotland","Aberdeen City","Aberdeen",883,84,799,95,324,8424.55920838055,8424.55920838055,4408,4774,6209,4734,7937.70562787529,127333.253129606
"245","S01006750",2020,"Scotland","Aberdeen City","Aberdeen",672,64,608,62,230,8772.28603235424,8772.28603235424,2223,3707.5,4064,4734,7253.42740399726,375796.988046361
"246","S01006751",2020,"Scotland","Aberdeen City","Aberdeen",476,49,427,94,147,8856.76539072534,8856.76539072534,5407,3308,3696,4050,9181.89302173853,100812.681504879
"247","S01006752",2020,"Scotland","Aberdeen City","Aberdeen",709,64,645,93,246,8718.39457832478,8718.39457832478,4861,3811,4676,4734,8910.69183211018,109826.524887597
"248","S01006753",2020,"Scotland","Aberdeen City","Aberdeen",868,34,834,40,370,8560.1561595879,8560.1561595879,5250,5910,3901,4148,11708.193139385,270028.278098671
"249","S01006754",2020,"Scotland","Aberdeen City","Aberdeen",841,24,817,13,387,8144.94940696883,8144.94940696883,3513,6104,2101,4121,11428.0906467585,364829.129761421
"250","S01006755",2020,"Scotland","Aberdeen City","Aberdeen",812,48,764,15,274,9130.0253705463,9130.0253705463,1118,3866,801,5549,9185.78896026327,19705316.2324887
"251","S01006756",2020,"Scotland","Aberdeen City","Aberdeen",774,21,753,5,281,3620.70626717027,3620.70626717027,2775,3794,1586,3335.5,7716.98194810856,315317.473695422
"252","S01006757",2020,"Scotland","Aberdeen City","Aberdeen",920,14,906,5,338,4696.98253136308,4696.98253136308,6687,5386,6014,4333.5,5077.205511555,174225.840476887
"253","S01006758",2020,"Scotland","Aberdeen City","Aberdeen",663,17,646,1,317,4412.51522502992,4412.51522502992,4413,5619,5612,4333.5,5672.45240545458,146170.395001126
"254","S01006759",2020,"Scotland","Aberdeen City","Aberdeen",592,14,578,6,245,3986.11174507158,3986.11174507158,5398,5832,4227,3569,6861.1987601768,256140.875023276
"255","S01006760",2020,"Scotland","Aberdeen City","Aberdeen",439,21,418,1,234,4679.98926102221,4679.98926102221,5753,2884,6623,4333.5,4985.15831920714,87627.3008924797
"256","S01006761",2020,"Scotland","Aberdeen City","Aberdeen",674,10,664,2,332,5056.50302820893,5056.50302820893,4748,4199,4934,4333.5,4528.26399245008,347293.550442054
"257","S01006762",2020,"Scotland","Aberdeen City","Aberdeen",1061,37,1024,77,339,5362.90176168812,5362.90176168812,3833,5178,2052,4969,3935.28937846732,9418526.83358528
"258","S01006763",2020,"Scotland","Aberdeen City","Aberdeen",840,40,800,2,332,6108.17802987328,6108.17802987328,6201,5583,2036,4791.5,3167.15928113357,121795.525402901
"259","S01006764",2020,"Scotland","Aberdeen City","Aberdeen",708,14,694,3,342,5578.78842482457,5578.78842482457,6316,3955,3053,4374.5,3754.00234491988,112325.895077467
"260","S01006765",2020,"Scotland","Aberdeen City","Aberdeen",536,14,522,2,271,5806.33922824117,5806.33922824117,6728,1964,2840,4374.5,3428.83897842753,100686.529054971
"261","S01006766",2020,"Scotland","Aberdeen City","Aberdeen",593,13,580,4,236,6202.75334222878,6202.75334222878,6753.5,4696,2394,4791.5,2961.65669831459,140235.720150915
"262","S01006767",2020,"Scotland","Aberdeen City","Aberdeen",654,29,625,35,248,4929.18476590839,4929.18476590839,5590,4110,3159,3916,4632.44043482693,154734.625542853
"263","S01006768",2020,"Scotland","Aberdeen City","Aberdeen",620,5,615,1,211,4644.52613890301,4644.52613890301,6179,6750,3932,3916,5004.20393014557,136238.863574068
"264","S01006769",2020,"Scotland","Aberdeen City","Aberdeen",922,57,865,41,351,4673.09728971744,4673.09728971744,6503,4933,2429,3916,5329.81650163038,193285.196496381
"265","S01006770",2020,"Scotland","Aberdeen City","Aberdeen",593,17,576,3,270,4787.92404010945,4787.92404010945,6753.5,5667,3307,2945,5450.64844815282,117543.838695088
"266","S01006771",2020,"Scotland","Aberdeen City","Aberdeen",435,15,420,1,149,5211.01471682343,5211.01471682343,6928,5360,3451,4677.5,4928.57442738361,76186.3727066433
"267","S01006772",2020,"Scotland","Aberdeen City","Aberdeen",852,12,840,3,372,4742.28728653365,4742.28728653365,4774,4227,3096,4677.5,5814.96904175376,230154.118633417
"268","S01006773",2020,"Scotland","Aberdeen City","Aberdeen",875,28,847,5,250,5093.79131498643,5093.79131498643,5033,6150,3704,4374.5,4793.81661071053,320590.199609579
"269","S01006774",2020,"Scotland","Aberdeen City","Aberdeen",603,10,593,2,219,5394.46568776561,5394.46568776561,6762,6322,2147,4374.5,4278.06236805192,99027.8267866254
