"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Nearest.settlement.","Total.Population..SAPE.2004.","Working.Age.Population..men.16.64..women.16.59.SAPE.2004.","SIMD.2006.Score","SIMD.2006.Rank","Current.Income.domain.2006.rate","Number.of.Current.Income.Deprived.People.2006","Current.Income.domain.2006.rank","Employment.domain.2006.rate","Number.of.Employment.Deprived.People.2006","Employment.domain.2006.rank","Health.domain.2006.score","Health.domain.2006.rank","Education..Skills.and.Training.domain.2006.score","Education..Skills.and.Training.domain.2006.rank","Housing.domain.score.2004.and.2006","Housing.domain.rank.2004.and.2006","Geographic.Access.domain.2006.score","Geographic.Access.domain.2006.rank","SIMD.Crime.2006.Score","SIMD.Crime.2006.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"4616","S01004616",320,"North Lanarkshire","Glasgow",882,547,18.43,3014,13.6,120,2716,12.8,70,2749,0.18,2733,-0.08,3398,17.47,2833,20.32,2666,272,4154,"S01004616",4616,212100,4321.01011539166,"",73747,"dz01",501688.501442373,"dz01","S22000071","Motherwell and Airdrie",3498.33814209317,"Hamilton",1039.7184743279,"Motherwell","dz01",9.813977,7.939057,5.618687,6.967496,8.628366,7.502512,6.146933,6.348611,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",882,120,762,3498.33814209317,1039.7184743279,4154,2833,2666,1612.5,4321.01011539166
"4617","S01004617",320,"North Lanarkshire","Glasgow",703,400,51.36,463,33.1,233,457,24.8,99,773,1.06,717,1.3,462,28.03,1263,36.58,1179,1494,333,"S01004617",4617,181714,2672.08862995364,"",73748,"dz01",115393.695290436,"dz01","S22000071","Motherwell and Airdrie",5024.08030507239,"Hamilton",1471.18019382797,"Motherwell","dz01",9.588432,7.68244,5.778912,7.278242,9.014661,7.900301,6.591173,6.694397,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",703,233,470,5024.08030507239,1471.18019382797,333,1263,1179,2110,2672.08862995364
"4618","S01004618",320,"North Lanarkshire","Glasgow",640,409,62.51,209,38.6,247,247,28.4,116,477,1.72,162,1.4,355,21.88,1962,31.83,1547,3531,31,"S01004618",4618,225375,3655.77854163382,"",73749,"dz01",4269844.93071097,"dz01","S22000071","Motherwell and Airdrie",3938.73042974229,"Hamilton",2181.91073754953,"Motherwell","dz01",10.15262525,8.41250125,6.24737975,8.12118225,9.862409,8.666348,6.88324225,6.725239,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",640,247,393,3938.73042974229,2181.91073754953,31,1962,1547,969,3655.77854163382
"4619","S01004619",320,"North Lanarkshire","Glasgow",752,473,60.78,245,40.7,306,189,32.1,152,247,1.54,266,1.24,547,23.41,1752,10.68,4150,1104,654,"S01004619",4619,222972,3937.61570758011,"",73750,"dz01",121564.595770285,"dz01","S22000071","Motherwell and Airdrie",3469.11696514305,"Hamilton",1717.13126659121,"Motherwell","dz01",9.827535,7.939028,5.903404,7.583968,9.332949,8.121082,6.554646,6.653749,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",752,306,446,3469.11696514305,1717.13126659121,654,1752,4150,1615,3937.61570758011
"4620","S01004620",320,"North Lanarkshire","Glasgow",790,497,46.5,611,32.2,254,505,24.9,124,753,1.1,669,0.84,1203,26,1473,18.73,2875,1430,362,"S01004620",4620,220333,3670.47993208269,"",73751,"dz01",183111.384899437,"dz01","S22000071","Motherwell and Airdrie",3839.9871359295,"Hamilton",1708.10507664834,"Motherwell","dz01",9.827535,7.939028,5.903404,7.583968,9.332949,8.121082,6.554646,6.653749,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",790,254,536,3839.9871359295,1708.10507664834,362,1473,2875,1615,3670.47993208269
"4621","S01004621",320,"North Lanarkshire","Cleland",890,593,14.87,3650,8.8,78,3907,11.5,68,3076,0.08,3021,-0.04,3304,17.87,2750,18.06,2970,213,4734,"S01004621",4621,137262,1084.00412368149,"",73752,"dz01",340006.051177606,"dz01","S22000071","Motherwell and Airdrie",8449.93295366877,"Hamilton",3531.08677875532,"Wishaw","dz01",8.548653,6.92454,5.270918,6.529652,8.217999,7.410538,6.153109,6.160767,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",890,78,812,8449.93295366877,3531.08677875532,4734,2750,2970,3513,1084.00412368149
"4622","S01004622",320,"North Lanarkshire","Glasgow",1046,645,19.54,2832,10.5,110,3434,11.5,74,3073,0.32,2333,0.14,2865,19.44,2403,38.04,1100,440,2818,"S01004622",4622,184394,2735.56329213478,"",73753,"dz01",167162.433347967,"dz01","S22000071","Motherwell and Airdrie",5082.64234198628,"Hamilton",1614.88511762803,"Motherwell","dz01",9.588432,7.68244,5.778912,7.278242,9.014661,7.900301,6.591173,6.694397,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",1046,110,936,5082.64234198628,1614.88511762803,2818,2403,1100,2110,2735.56329213478
"4623","S01004623",320,"North Lanarkshire","Glasgow",981,634,25.88,1983,16.4,161,2157,15.8,100,2086,0.55,1730,0.46,2082,21.86,1966,31.23,1590,336,3590,"S01004623",4623,227823,3778.97327611311,"",73754,"dz01",363762.651653942,"dz01","S22000071","Motherwell and Airdrie",3553.92466965089,"Hamilton",2077.5277302336,"Motherwell","dz01",9.827535,7.939028,5.903404,7.583968,9.332949,8.121082,6.554646,6.653749,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",981,161,820,3553.92466965089,2077.5277302336,3590,1966,1590,1615,3778.97327611311
"4624","S01004624",320,"North Lanarkshire","Glasgow",1238,803,37.33,1066,24.8,307,1041,22.8,183,999,1.21,555,0.4,2231,31.49,1011,14.61,3465,606,1986,"S01004624",4624,178992,2280.42267101695,"",73755,"dz01",442210.397619841,"dz01","S22000071","Motherwell and Airdrie",5609.43611750369,"Hamilton",2028.79589878209,"Motherwell","dz01",9.212288,7.359185,5.641781,7.064038,8.786372,7.82027,6.565204,6.505198,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",1238,307,931,5609.43611750369,2028.79589878209,1986,1011,3465,2678,2280.42267101695
"4625","S01004625",320,"North Lanarkshire","Cleland",844,526,39.17,964,24.2,204,1112.5,21.7,114,1134,1.18,584,0.8,1279,33.72,867,32.7,1460,450,2746,"S01004625",4625,139931,999.387896836627,"",73756,"dz01",151588.74370788,"dz01","S22000071","Motherwell and Airdrie",8075.46298379456,"Hamilton",3886.26814021709,"Wishaw","dz01",8.744359,7.058631,5.34134,6.539937,8.215133,7.311199,6.079053,6.152047,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",844,204,640,8075.46298379456,3886.26814021709,2746,867,1460,3258.5,999.387896836627
"4626","S01004626",320,"North Lanarkshire","Glasgow",954,603,37.74,1035,22.4,214,1286,20.9,126,1229.5,1.22,549,0.86,1153,26.77,1388,28.5,1806,482,2598,"S01004626",4626,188135,2800.31159051573,"",73757,"dz01",388196.580552474,"dz01","S22000071","Motherwell and Airdrie",5457.38579484342,"Hamilton",2113.38153849367,"Motherwell","dz01",9.588432,7.68244,5.778912,7.278242,9.014661,7.900301,6.591173,6.694397,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",954,214,740,5457.38579484342,2113.38153849367,2598,1388,1806,2110,2800.31159051573
"4627","S01004627",320,"North Lanarkshire","Glasgow",569,430,18.97,2924,8.6,49,3950,12.8,55,2751,0.27,2472,0.29,2494,34.98,799,31.14,1596,281,3985,"S01004627",4627,273047,4059.24015145028,"",73758,"dz01",96421.8588725179,"dz01","S22000071","Motherwell and Airdrie",3487.16443220886,"Hamilton",3422.10513422403,"Motherwell","dz01",10.13981,8.402115,5.965698,7.542116,9.204319,8.141629,6.50858,6.524524,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",569,49,520,3487.16443220886,3422.10513422403,3985,799,1596,976,4059.24015145028
"4628","S01004628",320,"North Lanarkshire","Shotts",595,362,56.75,318,34.1,203,415,26.8,97,575.5,1.45,335,1.37,379,32.21,963,49.48,648,1092,667,"S01004628",4628,82908,402.926727987328,"",73759,"dz01",86022.0253477171,"dz01","S22000071","Motherwell and Airdrie",16743.4381317346,"Hamilton",10235.1391432382,"Wishaw","dz01",8.047101,6.494017,4.932267,6.108268,7.803279,7.438239,6.226753,5.998122,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",595,203,392,16743.4381317346,10235.1391432382,667,963,648,4318,402.926727987328
"4629","S01004629",320,"North Lanarkshire","Glasgow",950,706,6.7,5490,2.1,20,6144.5,5.5,39,5180,-0.66,4952,-0.64,4870,9.35,5043.5,29.93,1695,168,5091,"S01004629",4629,293828,4285.35025911007,"",73760,"dz01",162853.012608867,"dz01","S22000071","Motherwell and Airdrie",3572.12030298244,"Hamilton",3572.12030298244,"Hamilton","dz01",10.57608,8.558525,6.33052,8.285139,10.36433,9.048003,7.233522,7.093677,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",950,20,930,3572.12030298244,3572.12030298244,5091,5043.5,1695,810.5,4285.35025911007
"4630","S01004630",320,"North Lanarkshire","Glasgow",981,627,15.46,3543,9,88,3834,11.5,72,3069,-0.16,3656,-0.1,3480,15.76,3278,22.35,2418,571,2150,"S01004630",4630,203049,3019.10236933138,"",73761,"dz01",253602.429443803,"dz01","S22000071","Motherwell and Airdrie",5117.62434265861,"Hamilton",2006.9988153287,"Motherwell","dz01",9.59256,7.599872,5.805797,7.300744,9.069723,7.946309,6.711844,6.66958,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",981,88,893,5117.62434265861,2006.9988153287,2150,3278,2418,2254,3019.10236933138
"4631","S01004631",320,"North Lanarkshire","Shotts",726,459,37.15,1078,20.7,150,1496.5,22.2,102,1060.5,0.77,1237,0.54,1897,26.97,1368,43.64,848,1322,448,"S01004631",4631,82794,445.745243236998,"",73762,"dz01",127191.573450804,"dz01","S22000071","Motherwell and Airdrie",16748.5129801794,"Hamilton",10271.5759149654,"Wishaw","dz01",8.412773,6.623909,5.102894,6.244133,7.902698,7.12877,5.974233,5.925498,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",726,150,576,16748.5129801794,10271.5759149654,448,1368,848,4065,445.745243236998
"4632","S01004632",320,"North Lanarkshire","Glasgow",909,601,37.36,1064,22.6,205,1273,20.8,125,1244,0.79,1196,1.25,532,26.81,1387,24.47,2181,484,2534,"S01004632",4632,247545,3982.0256787461,"",73763,"dz01",187466.366198056,"dz01","S22000071","Motherwell and Airdrie",3621.20367112312,"Hamilton",3040.06021467743,"Motherwell","dz01",10.33312,8.188214,6.057351,7.666565,9.460757,8.153603,6.573306,6.677125,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",909,205,704,3621.20367112312,3040.06021467743,2534,1387,2181,1249.5,3982.0256787461
"4633","S01004633",320,"North Lanarkshire","Glasgow",578,350,16.94,3249,10.2,59,3527,12.9,45,2735,-0.21,3789,0.04,3097,17.31,2881,22.71,2373,519,2374,"S01004633",4633,210596,3188.94660413727,"",73764,"dz01",1126070.23241806,"dz01","S22000071","Motherwell and Airdrie",5187.80637932115,"Hamilton",2383.44086704245,"Motherwell","dz01",9.690108,7.753725,5.728333,7.146981,8.858253,7.768371,7.379195,7.432745,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",578,59,519,5187.80637932115,2383.44086704245,2374,2881,2373,1987,3188.94660413727
"4634","S01004634",320,"North Lanarkshire","Glasgow",1157,778,10.65,4544,6.2,72,4633,7.6,59,4346.5,-0.2,3770,-0.11,3506,10.01,4874,15.78,3301,363,3348,"S01004634",4634,184199,2609.17041033218,"",73765,"dz01",348419.400530203,"dz01","S22000071","Motherwell and Airdrie",6004.39459168199,"Hamilton",2584.92996654539,"Motherwell","dz01",9.366087,7.475296,5.703068,7.257048,8.970252,8.064037,6.737555,6.734757,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",1157,72,1085,6004.39459168199,2584.92996654539,3348,4874,3301,2486.5,2609.17041033218
"4635","S01004635",320,"North Lanarkshire","Glasgow",707,471,56.29,332,32.2,228,497,30.1,142,354,1.58,235,1.42,343,31.84,988,16.42,3185,1018,766,"S01004635",4635,237355,3973.4511188877,"",73766,"dz01",122212.072390608,"dz01","S22000071","Motherwell and Airdrie",3915.83055606867,"Hamilton",2869.59275635817,"Motherwell","dz01",10.33312,8.188214,6.057351,7.666565,9.460757,8.153603,6.573306,6.677125,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",707,228,479,3915.83055606867,2869.59275635817,766,988,3185,1249.5,3973.4511188877
"4636","S01004636",320,"North Lanarkshire","Shotts",668,414,34.1,1278,18.1,121,1882,21.5,89,1162,0.65,1489,0.79,1308,33.68,869,31.81,1549,958,894,"S01004636",4636,88321,586.756490833888,"",73767,"dz01",163370.040268317,"dz01","S22000071","Motherwell and Airdrie",16330.3242282189,"Hamilton",9900.62428280284,"Wishaw","dz01",8.412773,6.623909,5.102894,6.244133,7.902698,7.12877,5.974233,5.925498,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",668,121,547,16330.3242282189,9900.62428280284,894,869,1549,4065,586.756490833888
"4637","S01004637",320,"North Lanarkshire","Glasgow",555,345,22.37,2416,13,72,2851,15.4,53,2166,0.51,1832,0.58,1801,22.02,1943.5,14.36,3503,234,4433,"S01004637",4637,292904,4503.41638052918,"",73768,"dz01",97465.7402256932,"dz01","S22000071","Motherwell and Airdrie",3730.55208451756,"Hamilton",3730.55208451756,"Hamilton","dz01",10.57608,8.558525,6.33052,8.285139,10.36433,9.048003,7.233522,7.093677,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",555,72,483,3730.55208451756,3730.55208451756,4433,1943.5,3503,810.5,4503.41638052918
"4638","S01004638",320,"North Lanarkshire","Glasgow",577,357,45.35,654,27.9,161,775,28.3,101,482,0.82,1138,1.22,562,30.25,1097,12.78,3779,728,1517,"S01004638",4638,239410,4018.20641700495,"",73769,"dz01",133039,"dz01","S22000071","Motherwell and Airdrie",4249.02566887176,"Hamilton",2934.695680643,"Motherwell","dz01",9.785177,7.83365,5.834327,7.362244,9.050218,7.941601,6.727363,6.658922,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",577,161,416,4249.02566887176,2934.695680643,1517,1097,3779,1822,4018.20641700495
"4639","S01004639",320,"North Lanarkshire","Glasgow",706,412,36.71,1106,21.7,153,1374,23.5,97,909,1.01,804,0.81,1267,30.86,1050,13.62,3626,567,2120,"S01004639",4639,276853,4559.93893043371,"",73770,"dz01",255357.557788573,"dz01","S22000071","Motherwell and Airdrie",3839.37510749204,"Hamilton",3581.1583982026,"Motherwell","dz01",10.33312,8.188214,6.057351,7.666565,9.460757,8.153603,6.573306,6.677125,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",706,153,553,3839.37510749204,3581.1583982026,2120,1050,3626,1249.5,4559.93893043371
"4640","S01004640",320,"North Lanarkshire","Glasgow",722,448,34.04,1283,23.4,169,1179,21.7,97,1139,0.94,921,0.63,1670,28.02,1266,5.62,5207,485,2536,"S01004640",4640,167796,1972.65510088406,"",73771,"dz01",156667.832319958,"dz01","S22000071","Motherwell and Airdrie",6611.79159956574,"Hamilton",3061.94940108198,"Motherwell","dz01",9.366087,7.475296,5.703068,7.257048,8.970252,8.064037,6.737555,6.734757,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",722,169,553,6611.79159956574,3061.94940108198,2536,1266,5207,2486.5,1972.65510088406
"4641","S01004641",320,"North Lanarkshire","Glasgow",684,491,19.86,2784,12.3,84,3005,11.6,57,3036,0.34,2277,0.29,2514,15.85,3246,25.66,2070,556,2161,"S01004641",4641,232356,3696.3312330189,"",73772,"dz01",203598.910049945,"dz01","S22000071","Motherwell and Airdrie",4317.32978237079,"Hamilton",2669.10770816774,"Motherwell","dz01",9.785177,7.83365,5.834327,7.362244,9.050218,7.941601,6.727363,6.658922,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",684,84,600,4317.32978237079,2669.10770816774,2161,3246,2070,1822,3696.3312330189
"4642","S01004642",320,"North Lanarkshire","Glasgow",879,576,35.11,1210,21.6,190,1379,22.6,130,1025,0.82,1124,0.82,1251,28.34,1244,13.71,3606,637,1862,"S01004642",4642,184016,2448.24999243949,"",73773,"dz01",204093.005322741,"dz01","S22000071","Motherwell and Airdrie",6389.93603305485,"Hamilton",2948.92189483344,"Motherwell","dz01",9.366087,7.475296,5.703068,7.257048,8.970252,8.064037,6.737555,6.734757,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",879,190,689,6389.93603305485,2948.92189483344,1862,1244,3606,2486.5,2448.24999243949
"4643","S01004643",320,"North Lanarkshire","Glasgow",546,319,38.19,1015,27.5,150,810,18.8,60,1532,0.8,1165,1.08,778,33.1,899,25.47,2095,549,2230,"S01004643",4643,196329,3098.56578187995,"",73774,"dz01",102398.652928978,"dz01","S22000071","Motherwell and Airdrie",5662.13074364264,"Hamilton",2484.81756757539,"Motherwell","dz01",9.59256,7.599872,5.805797,7.300744,9.069723,7.946309,6.711844,6.66958,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",546,150,396,5662.13074364264,2484.81756757539,2230,899,2095,2254,3098.56578187995
"4644","S01004644",320,"North Lanarkshire","Glasgow",757,456,22.59,2380,12.2,92,3035,17.1,78,1837.5,0.25,2539,0.39,2253,19.46,2402,22.48,2402,489,2522,"S01004644",4644,156755,1407.3648257832,"",73775,"dz01",193375.663271646,"dz01","S22000071","Motherwell and Airdrie",7175.85403606014,"Hamilton",3563.10203677101,"Motherwell","dz01",8.95667,7.210512,5.539546,7.023731,8.746369,7.972602,6.768631,6.588107,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",757,92,665,7175.85403606014,3563.10203677101,2522,2402,2402,2927,1407.3648257832
"4645","S01004645",320,"North Lanarkshire","Glasgow",1013,595,53.57,406,37,375,293,29.6,176,395,1.25,499,1.11,703,23.79,1706,8.34,4624,1017,787,"S01004645",4645,254860,4581.84540487041,"",73776,"dz01",113150.488391861,"dz01","S22000071","Motherwell and Airdrie",4166.60644690858,"Hamilton",3320.72664337957,"Motherwell","dz01",10.33312,8.188214,6.057351,7.666565,9.460757,8.153603,6.573306,6.677125,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",1013,375,638,4166.60644690858,3320.72664337957,787,1706,4624,1249.5,4581.84540487041
"4646","S01004646",320,"North Lanarkshire","Glasgow",796,529,29.06,1670,17.3,138,2002,20.2,107,1323.5,0.55,1720,0.81,1272,32.52,937,12.51,3835,276,4135,"S01004646",4646,341261,5435.65133020504,"",73777,"dz01",112054.380082484,"dz01","S22000071","Motherwell and Airdrie",4188.08779966473,"Hamilton",4083.13476856905,"Motherwell","dz01",10.57608,8.558525,6.33052,8.285139,10.36433,9.048003,7.233522,7.093677,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",796,138,658,4188.08779966473,4083.13476856905,4135,937,3835,810.5,5435.65133020504
"4647","S01004647",320,"North Lanarkshire","Shotts",1620,1263,20.17,2727,7.1,115,4374,9.7,123,3613,0.56,1701,0.29,2510,17.1,2932,47.3,717,870,1071,"S01004647",4647,122425,995.810620601876,"",73778,"dz01",18303587.8562136,"dz01","S22000071","Motherwell and Airdrie",13934.5980990127,"Hamilton",8249.62901390274,"Wishaw","dz01",8.26404788888889,6.68634377777778,5.075407,6.29135527777778,7.94232161111111,7.32058344444444,6.03018827777778,5.94826272222222,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",1620,115,1505,13934.5980990127,8249.62901390274,1071,2932,717,3906,995.810620601876
"4648","S01004648",320,"North Lanarkshire","Glasgow",932,531,42.55,774,32.2,300,500,20.5,109,1287,1.07,709,1.07,793,27.08,1359,9.59,4364,880,1056,"S01004648",4648,242108,4270.17088475519,"",73779,"dz01",258656.241983488,"dz01","S22000071","Motherwell and Airdrie",4385.0622239303,"Hamilton",3142.4674493463,"Motherwell","dz01",10.33312,8.188214,6.057351,7.666565,9.460757,8.153603,6.573306,6.677125,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",932,300,632,4385.0622239303,3142.4674493463,1056,1359,4364,1249.5,4270.17088475519
"4649","S01004649",320,"North Lanarkshire","Glasgow",602,418,33.13,1347,21.9,132,1342,19.4,81,1431,0.65,1493,0.87,1150,31.54,1005,19.9,2724,548,2207,"S01004649",4649,199090,3267.12810983386,"",73780,"dz01",141708.055812096,"dz01","S22000071","Motherwell and Airdrie",5618.956663196,"Hamilton",2567.790412233,"Motherwell","dz01",9.59256,7.599872,5.805797,7.300744,9.069723,7.946309,6.711844,6.66958,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",602,132,470,5618.956663196,2567.790412233,2207,1005,2724,2254,3267.12810983386
"4650","S01004650",320,"North Lanarkshire","Glasgow",834,509,28.39,1723,18,150,1899,17.9,91,1696,0.62,1560,0.68,1547,25.47,1536,18.55,2903,456,2720,"S01004650",4650,165661,1739.5543964283,"",73781,"dz01",167796.595007375,"dz01","S22000071","Motherwell and Airdrie",7118.40326698083,"Hamilton",3587.1531456681,"Motherwell","dz01",8.95667,7.210512,5.539546,7.023731,8.746369,7.972602,6.768631,6.588107,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",834,150,684,7118.40326698083,3587.1531456681,2720,1536,2903,2927,1739.5543964283
"4651","S01004651",320,"North Lanarkshire","Glasgow",915,601,41.03,860,26.4,242,900,23.6,142,899,0.96,883,1.02,870,31.87,986,27.3,1915,393,3141,"S01004651",4651,184966,2590.51977510303,"",73782,"dz01",177333.445466805,"dz01","S22000071","Motherwell and Airdrie",6466.72110516511,"Hamilton",3079.15399298242,"Motherwell","dz01",9.366087,7.475296,5.703068,7.257048,8.970252,8.064037,6.737555,6.734757,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",915,242,673,6466.72110516511,3079.15399298242,3141,986,1915,2486.5,2590.51977510303
"4652","S01004652",320,"North Lanarkshire","Glasgow",881,618,26.37,1921,15.4,136,2322,18.3,113,1619,0.77,1229,0.02,3144,19.32,2430,20.11,2695,658,1787,"S01004652",4652,230167,3416.94279784283,"",73783,"dz01",264218.137144057,"dz01","S22000071","Motherwell and Airdrie",4957.948983589,"Hamilton",2889.2380229749,"Motherwell","dz01",9.785177,7.83365,5.834327,7.362244,9.050218,7.941601,6.727363,6.658922,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",881,136,745,4957.948983589,2889.2380229749,1787,2430,2695,1822,3416.94279784283
"4653","S01004653",320,"North Lanarkshire","Glasgow",679,426,26.8,1866,17.2,117,2026,19,81,1487,0.31,2368,0.61,1713,23.1,1787,19.01,2832,309,3833,"S01004653",4653,238188,3740.20273526894,"",73784,"dz01",126715.191548198,"dz01","S22000071","Motherwell and Airdrie",4742.4984820857,"Hamilton",2987.94235578247,"Motherwell","dz01",9.785177,7.83365,5.834327,7.362244,9.050218,7.941601,6.727363,6.658922,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",679,117,562,4742.4984820857,2987.94235578247,3833,1787,2832,1822,3740.20273526894
"4654","S01004654",320,"North Lanarkshire","Shotts",915,601,15.41,3553,6.6,60,4531.5,10.5,63,3367,0.1,2952,-0.11,3512,18.81,2535,24.73,2153,809,1238,"S01004654",4654,85622,631.780569367777,"",73785,"dz01",831642.393813768,"dz01","S22000071","Motherwell and Airdrie",16621.6592180681,"Hamilton",10276.0842835518,"Wishaw","dz01",8.412773,6.623909,5.102894,6.244133,7.902698,7.12877,5.974233,5.925498,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",915,60,855,16621.6592180681,10276.0842835518,1238,2535,2153,4065,631.780569367777
"4655","S01004655",320,"North Lanarkshire","Glasgow",940,594,46.11,628,34.1,321,411,25.3,150,719.5,1.17,596,0.82,1240,28.71,1212,1.65,6105,1117,646,"S01004655",4655,262085,5116.46619276598,"",73786,"dz01",208535.556166679,"dz01","S22000071","Motherwell and Airdrie",4503.31497341466,"Hamilton",3577.55471307576,"Motherwell","dz01",10.33312,8.188214,6.057351,7.666565,9.460757,8.153603,6.573306,6.677125,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",940,321,619,4503.31497341466,3577.55471307576,646,1212,6105,1249.5,5116.46619276598
"4656","S01004656",320,"North Lanarkshire","Glasgow",545,321,44.51,684,34.1,186,413,21.2,68,1195,1.05,734,1.34,404,21.61,2002,4.3,5488,606,1981,"S01004656",4656,301108,5727.5560575447,"",73787,"dz01",86452.8204014339,"dz01","S22000071","Motherwell and Airdrie",4375.98370368392,"Hamilton",4040.11498409938,"Motherwell","dz01",10.57608,8.558525,6.33052,8.285139,10.36433,9.048003,7.233522,7.093677,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",545,186,359,4375.98370368392,4040.11498409938,1981,2002,5488,810.5,5727.5560575447
"4657","S01004657",320,"North Lanarkshire","Shotts",748,520,15.44,3549,6.7,50,4485,11.3,59,3109.5,0.21,2651,0.06,3067,16.34,3130,16.12,3240,655,1760,"S01004657",4657,98553,1071.34843323192,"",73788,"dz01",206692.150122758,"dz01","S22000071","Motherwell and Airdrie",15080.5596864337,"Hamilton",8906.73665019006,"Wishaw","dz01",8.661152,6.673256,5.056014,6.193959,7.834192,7.065107,5.814826,5.827256,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",748,50,698,15080.5596864337,8906.73665019006,1760,3130,3240,3923,1071.34843323192
"4658","S01004658",320,"North Lanarkshire","Glasgow",885,634,18.74,2961,9.9,88,3596,13.4,85,2593,0.29,2430,-0.33,4086,19.07,2482,37.4,1135,339,3538,"S01004658",4658,161265,1299.69537725496,"",73789,"dz01",355148.46785593,"dz01","S22000071","Motherwell and Airdrie",7686.42193270424,"Hamilton",4124.34010756538,"Motherwell","dz01",8.95667,7.210512,5.539546,7.023731,8.746369,7.972602,6.768631,6.588107,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",885,88,797,7686.42193270424,4124.34010756538,3538,2482,1135,2927,1299.69537725496
"4659","S01004659",320,"North Lanarkshire","Glasgow",519,274,17.94,3084,12.1,63,3040,14.6,40,2315,0.13,2889,-0.01,3225,15.47,3353,6.8,4939,462,2723,"S01004659",4659,246287,4431.77793066218,"",73790,"dz01",144702.79127229,"dz01","S22000071","Motherwell and Airdrie",4716.33196132734,"Hamilton",3366.97649599853,"Motherwell","dz01",9.785177,7.83365,5.834327,7.362244,9.050218,7.941601,6.727363,6.658922,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",519,63,456,4716.33196132734,3366.97649599853,2723,3353,4939,1822,4431.77793066218
"4660","S01004660",320,"North Lanarkshire","Glasgow",764,508,7.99,5134,2.7,21,5887,5.9,30,4997,-0.68,5012,-0.23,3798,10.17,4827,32.26,1501,65,6138,"S01004660",4660,215995,3460.29092283169,"",73791,"dz01",353401.119955205,"dz01","S22000071","Motherwell and Airdrie",5819.82663498004,"Hamilton",3163.49364531286,"Motherwell","dz01",9.609235,7.675312,5.734241,7.273364,8.961103,7.920228,6.594447,6.570706,2006,"Scotland","North Lanarkshire","Motherwell and Airdrie",764,21,743,5819.82663498004,3163.49364531286,6138,4827,1501,2120,3460.29092283169
